chr1	0	1000000	0
chr1	1000000	2000000	0
chr1	2000000	3000000	0
chr1	3000000	4000000	218
chr1	4000000	5000000	255
chr1	5000000	6000000	213
chr1	6000000	7000000	251
chr1	7000000	8000000	237
chr1	8000000	9000000	223
chr1	9000000	10000000	250
chr1	10000000	11000000	254
chr1	11000000	12000000	240
chr1	12000000	13000000	235
chr1	13000000	14000000	236
chr1	14000000	15000000	219
chr1	15000000	16000000	238
chr1	16000000	17000000	253
chr1	17000000	18000000	235
chr1	18000000	19000000	230
chr1	19000000	20000000	224
chr1	20000000	21000000	240
chr1	21000000	22000000	239
chr1	22000000	23000000	246
chr1	23000000	24000000	240
chr1	24000000	25000000	283
chr1	25000000	26000000	251
chr1	26000000	27000000	246
chr1	27000000	28000000	242
chr1	28000000	29000000	236
chr1	29000000	30000000	220
chr1	30000000	31000000	255
chr1	31000000	32000000	240
chr1	32000000	33000000	214
chr1	33000000	34000000	265
chr1	34000000	35000000	265
chr1	35000000	36000000	232
chr1	36000000	37000000	274
chr1	37000000	38000000	250
chr1	38000000	39000000	240
chr1	39000000	40000000	250
chr1	40000000	41000000	227
chr1	41000000	42000000	213
chr1	42000000	43000000	209
chr1	43000000	44000000	216
chr1	44000000	45000000	236
chr1	45000000	46000000	224
chr1	46000000	47000000	232
chr1	47000000	48000000	225
chr1	48000000	49000000	215
chr1	49000000	50000000	216
chr1	50000000	51000000	206
chr1	51000000	52000000	229
chr1	52000000	53000000	249
chr1	53000000	54000000	227
chr1	54000000	55000000	252
chr1	55000000	56000000	244
chr1	56000000	57000000	198
chr1	57000000	58000000	229
chr1	58000000	59000000	252
chr1	59000000	60000000	276
chr1	60000000	61000000	285
chr1	61000000	62000000	223
chr1	62000000	63000000	236
chr1	63000000	64000000	295
chr1	64000000	65000000	266
chr1	65000000	66000000	262
chr1	66000000	67000000	228
chr1	67000000	68000000	229
chr1	68000000	69000000	223
chr1	69000000	70000000	226
chr1	70000000	71000000	198
chr1	71000000	72000000	223
chr1	72000000	73000000	254
chr1	73000000	74000000	216
chr1	74000000	75000000	255
chr1	75000000	76000000	261
chr1	76000000	77000000	217
chr1	77000000	78000000	244
chr1	78000000	79000000	251
chr1	79000000	80000000	222
chr1	80000000	81000000	253
chr1	81000000	82000000	225
chr1	82000000	83000000	239
chr1	83000000	84000000	230
chr1	84000000	85000000	244
chr1	85000000	86000000	220
chr1	86000000	87000000	0
chr1	87000000	88000000	254
chr1	88000000	89000000	278
chr1	89000000	90000000	274
chr1	90000000	91000000	307
chr1	91000000	92000000	233
chr1	92000000	93000000	223
chr1	93000000	94000000	239
chr1	94000000	95000000	259
chr1	95000000	96000000	250
chr1	96000000	97000000	219
chr1	97000000	98000000	214
chr1	98000000	99000000	210
chr1	99000000	100000000	243
chr1	100000000	101000000	220
chr1	101000000	102000000	212
chr1	102000000	103000000	206
chr1	103000000	104000000	223
chr1	104000000	105000000	230
chr1	105000000	106000000	234
chr1	106000000	107000000	237
chr1	107000000	108000000	272
chr1	108000000	109000000	257
chr1	109000000	110000000	243
chr1	110000000	111000000	238
chr1	111000000	112000000	226
chr1	112000000	113000000	237
chr1	113000000	114000000	229
chr1	114000000	115000000	223
chr1	115000000	116000000	207
chr1	116000000	117000000	225
chr1	117000000	118000000	232
chr1	118000000	119000000	229
chr1	119000000	120000000	230
chr1	120000000	121000000	259
chr1	121000000	122000000	249
chr1	122000000	123000000	209
chr1	123000000	124000000	222
chr1	124000000	125000000	226
chr1	125000000	126000000	232
chr1	126000000	127000000	229
chr1	127000000	128000000	238
chr1	128000000	129000000	228
chr1	129000000	130000000	268
chr1	130000000	131000000	285
chr1	131000000	132000000	220
chr1	132000000	133000000	249
chr1	133000000	134000000	258
chr1	134000000	135000000	254
chr1	135000000	136000000	257
chr1	136000000	137000000	257
chr1	137000000	138000000	259
chr1	138000000	139000000	261
chr1	139000000	140000000	223
chr1	140000000	141000000	239
chr1	141000000	142000000	249
chr1	142000000	143000000	234
chr1	143000000	144000000	210
chr1	144000000	145000000	225
chr1	145000000	146000000	269
chr1	146000000	147000000	223
chr1	147000000	148000000	223
chr1	148000000	149000000	227
chr1	149000000	150000000	226
chr1	150000000	151000000	224
chr1	151000000	152000000	236
chr1	152000000	153000000	260
chr1	153000000	154000000	278
chr1	154000000	155000000	269
chr1	155000000	156000000	275
chr1	156000000	157000000	246
chr1	157000000	158000000	245
chr1	158000000	159000000	247
chr1	159000000	160000000	252
chr1	160000000	161000000	229
chr1	161000000	162000000	222
chr1	162000000	163000000	269
chr1	163000000	164000000	256
chr1	164000000	165000000	237
chr1	165000000	166000000	240
chr1	166000000	167000000	219
chr1	167000000	168000000	266
chr1	168000000	169000000	230
chr1	169000000	170000000	242
chr1	170000000	171000000	208
chr1	171000000	172000000	221
chr1	172000000	173000000	236
chr1	173000000	174000000	272
chr1	174000000	175000000	243
chr1	175000000	176000000	215
chr1	176000000	177000000	192
chr1	177000000	178000000	209
chr1	178000000	179000000	209
chr1	179000000	180000000	234
chr1	180000000	181000000	231
chr1	181000000	182000000	265
chr1	182000000	183000000	271
chr1	183000000	184000000	249
chr1	184000000	185000000	241
chr1	185000000	186000000	183
chr1	186000000	187000000	222
chr1	187000000	188000000	238
chr1	188000000	189000000	221
